"id","theme","title","description","start_date","end_date","download_url","format"
167,"Bevölkerung","Bevölkerung [Pers.]","Einwohnerbestand Ende Jahr nach zivilrechtlichem Wohnsitz (ab 2010 inkl. vorläufig Aufgenommene, die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber).","1962-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_133.csv","CSV"
168,"Bevölkerung","Bevölkerungszunahme 5 Jahre [Pers.]","Veränderung der Einwohnerzahl (zivilrechtlicher Wohnsitz) innerhalb von 5 Jahren. Wert für 1970 aus der Volkszählung (wirtschaftl. Wohnsitz), da keine kant. Erhebung stattgefunden hat.","1962-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_202.csv","CSV"
175,"Bevölkerung","Geburtenrate (5-J.-mittel) [pro 1000 Einw.]","Durchschnittliche Zahl von Geburten im Fünfjahresmittel pro 1000 Einw. Beispiel: Die Zahl von 2003 entspricht dem Mittelwert der Geburten von 1999-2003 in Bezug auf die Einwohnerzahl von 1998","1994-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_98.csv","CSV"
176,"Bevölkerung","Geburtenüberschuss 5-J.-mittel [pro 1000 Einw.]","Geburten minus Sterbefälle, pro 1000 Einw. im Fünfjahresmittel. Beispiel: Die Zahl von 2003 entspricht dem Mittelwert der Geburten minus der Sterbefälle von 1999-2003 in Bezug auf die Einwohnerzahl von 1998.
","1994-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_105.csv","CSV"
183,"Bevölkerung","Sterberate [pro 1000 Einw.]","Sterbefälle in Bezug auf die Einwohnerzahl (gemäss Kantonaler Erhebung) Ende des vorhergehenden Jahres. Beispiel: Die ""Sterbefälle [pro 1000 Einw.] 2003"" beziehen sich auf die Einwohnerzahl von Ende 2002.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_102.csv","CSV"
185,"Bevölkerung","Geburtenrate [pro 1000 Einw.]","Geburtenzahl in Bezug auf die Einwohnerzahl (gemäss Kantonaler Erhebung) Ende des vorhergehenden Jahres pro 1000 Einw. Beispiel: Die Geburten 2003 beziehen sich auf die Einwohnerzahl von Ende 2002.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_97.csv","CSV"
186,"Bevölkerung","Wanderungsbilanz [pro 1000 Einw.]","Zuzüge minus Wegzüge (ohne Umzüge innerhalb der Gemeinden). Hinweis: Ab 2011 Wechsel des Produktionsverfahrens und neue Definition der ständigen Wohnbevölkerung, die zusätzlich Personen im Asylprozess mit einer Gesamtaufenthaltsdauer von mindestens 12 Monaten umfasst. Inkl. innerkantonaler Wanderungen.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_249.csv","CSV"
187,"Bevölkerung","Erwerb des Schweizer Bürgerrechts [pro 1000 Einw.]","in Bezug auf die Einwohnerzahl am Ende des vorhergehenden Jahres (Kantonale Erhebung). Hinweis: Ab 2011 Wechsel des Produktionsverfahrens und neue Definition der ständigen Wohnbevölkerung, die zusätzlich Personen im Asylprozess mit einer Gesamtaufenthaltsdauer von mindestens 12 Monaten umfasst. ","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_259.csv","CSV"
188,"Raum, Umwelt","Altpapiermengen [Tonnen]","Altpapiermengen aus kommunaler Sammlung von Industrie und Privathaushalten. Wo keine Angabe vorhanden sind, wird Papier zusammen mit Karton gesammelt.","1996-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_134.csv","CSV"
285,"Mobilität und Verkehr","MIV-Anteil (Modal Split) [%]","Grundlage für die Berechnung des MIV-Anteils sind die MIV-Wege des Quell-, Ziel- und Binnenverkehrs des jeweiligen Gebiets an einem durchschnittlichen Werktag (DWV). Mit Prognosezustand.","2013-12-31","2018-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_481.csv","CSV"
284,"Mobilität und Verkehr","ÖV-Anteil (Modal Split) [%]","Grundlage für die Berechnung des ÖV-Anteils sind die ÖV-Wege des Quell-, Ziel- und Binnenverkehrs des jeweiligen Gebiets an einem durchschnittlichen Werktag (DWV). Mit Prognosezustand.","2013-12-31","2018-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_480.csv","CSV"
287,"Mobilität und Verkehr","ÖV-Wege Quell-, Ziel- und Binnenverkehr [Anz.]","Das ÖV-Verkehrsaufkommen ist die Summe aller ÖV-Personenwege im Quell-, Ziel- und Binnenverkehr an einem durchschnittlichen Werktag (DWV). Mit Prognosezustand. Anzahl Wege pro Gemeinde, pro Planungsregion und ganzer Kanton.","2013-12-31","2018-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_492.csv","CSV"
51,"Industrie, Dienstleistungen","Hotels [Anz.]","Anzahl Hotels im Juni des Erhebungsjahres. Daten des aktuellsten Jahres sind provisorisch! Daten des Jahres 2004 aus der Erhebung der Statistischen Ämter von Stadt und Kanton Zürich, da das BFS 2004 keine Erhebung duchgeführt hat.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_303.csv","CSV"
64,"Politik","KRW Wähleranteil CVP [%]","Wähleranteil CVP bei Kantonsratswahlen","1995-12-31","2019-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_114.csv","CSV"
65,"Politik","KRW Wähleranteil EVP [%]","Wähleranteil EVP bei Kantonsratswahlen","2007-12-31","2023-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_115.csv","CSV"
67,"Politik","NRW Wähleranteil EVP [%]","Wähleranteil EVP bei Nationalratswahlen. Hinweis: 2015 werden alle Auslandschweizer zur Stadt Zürich gezählt.","1991-12-31","2019-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_121.csv","CSV"
68,"Politik","NRW Wähleranteil SP [%]","Wähleranteil SP bei Nationalratswahlen. Hinweis: 2015 werden alle Auslandschweizer zur Stadt Zürich gezählt.","1991-12-31","2019-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_124.csv","CSV"
211,"Politik","Wahlbeteiligung Kantonsrat [%]","Gültig eingelegte Listen (Wahlzettel) dividiert durch Anzahl Wahlberechtigte","2023-12-31","2023-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_803.csv","CSV"
96,"Preise","Verkäufe von unbebautem Land [Anz.]","Freihandverkäufe von unbebautem Land der Wohn- und Mischzone (Zentrums-, Kern- und Wohn/Gewerbezonen) inkl. Abbruchliegenschaften. Bis ins Jahr 2011 wurden Verkäufe ab Plan (in der Regel bei Stockwerkeigentum) als unbebaute Liegenschaft erfasst. Die Anzahl Verkäufe ist ab 2011 entsprechend tiefer als zuvor. Die letzten drei Jahre sind provisorisch.
Weitere Infos: www.zh.ch/bodenpreise","2007-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_402.csv","CSV"
98,"Land- und Forstwirtschaft","Schafe [Anz.]","Anzahl Schafe. Hinweis: In der Stadt Zürich wurde ein grosser Schafbetrieb mit knapp 2000 Tieren per 2008 aufgelöst und die Flächen an andere Landwirte verpachtet.","1985-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_269.csv","CSV"
99,"Gesundheit","Aerzte [pro 1000 Einw.]","Aerzte mit Hauptberufstätigkeit im Ambulanten Sektor. Bis 2008: Ärzte mit eigener Praxis und Spitalärzte, die Privatpatienten behandeln, jeweils am Anfang eines Kalenderjahres. Für 1993 und 2003 keine Zahlen vorhanden. Aktuellstes Jahr provisorisch.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_543.csv","CSV"
100,"Öffentliche Verwaltung und Finanzen","Steuerkraft pro Kopf [Fr.]","Steuerkraft pro Einwohner (Nettosteuerertrag zu 100% pro Einwohner; = relative Steuerkraft).","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_378.csv","CSV"
101,"Mobilität und Verkehr","Gemeindebeitrag an ZVV [Fr./Einw.]","Der Beitrag errechnet sich aus dem auf die Gemeinden entfallenden Defizit und wird anteilsmässig nach Angebot (Anzahl Abfahrten, Ant. 80%) und der absoluten, berichtigten Steuerkraft (Ant. 20%) verteilt. Der Gemeindebeitrag wird gemessen an der Einwohnerzahl Ende Vorjahr.","1994-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_390.csv","CSV"
102,"Gesundheit","Zahnärzte [Anz.]","Definition: Zahnärzte, welche eine Bewilligung zur selbständigen Berufsübung haben, jeweils am Ende eines Kalenderjahres. Für 1993 und 2003 keine Zahlen vorhanden. Aktuellstes Jahr provisorisch.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_544.csv","CSV"
103,"Öffentliche Verwaltung und Finanzen","Ø Reingewinn steuerpfl. jur. Pers. [Fr.]","Durchschnittlicher Reingewinn (ehem. Ertrag) steuerpflichtiger juristischer Personen. Hinweis: Sehr hohe Beträge einiger weniger Steuerpflichtigen wirken sich entsprechend stark auf den Mittelwert aus.","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_278.csv","CSV"
105,"Öffentliche Verwaltung und Finanzen","Steuerkraft berichtigt pro Kopf [Fr.]","Berichtigte Steuerkraft pro Einwohner (Steuerkraft nach Finanzausgleich pro Einwohner).","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_274.csv","CSV"
107,"Öffentliche Verwaltung und Finanzen","Nettoaufwand allgemeine Verwaltung [Fr./Einw.]","Bruttoaufwand - Bruttoertrag (der Laufenden Rechnung). Aussage: Durch Steuern zu finanzierender Anteil des betreffenden Hauptaufgabenbereichs. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_420.csv","CSV"
112,"Mobilität und Verkehr","Motorräder [Anz.]","Am 30. September eingelöste Motorräder. Hinweis: Der Wert für den ganzen Kanton umfasst alle Motorräder mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.","2002-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_395.csv","CSV"
113,"Mobilität und Verkehr","Motorräder pro 1000 Einwohner [Anz.]","Am 30. September eingelöste Motorräder, geteilt durch die Bevölkerung in Tausend. Hinweis: Der Wert für den ganzen Kanton umfasst alle Motorräder mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.","2002-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_396.csv","CSV"
114,"Mobilität und Verkehr","Personenwagen [Anz.]","Am 30. September eingelöste Personenwagen. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.","2002-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_398.csv","CSV"
116,"Mobilität und Verkehr","Personenwagen pro 1000 Einwohner [Anz.]","Am 30. September eingelöste Personenwagen, geteilt durch die Bevölkerung in Tausend. Der Wert wird auch Motorisierungsgrad genannt. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben.","2002-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_399.csv","CSV"
262,"Arbeit, Erwerb","Grosse Betriebe (250+ VZÄ) [Anz.]","Anzahl Grosse Betriebe mit einer Beschäftigung von 250 Vollzeitäquivalenten oder mehr. Aktuellstes Jahr provisorisch.","2011-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_587.csv","CSV"
263,"Arbeit, Erwerb","Beschäftigte im Primärsektor [Anz.]","Anzahl Beschäftigte des Primärsektors (Land- und Forstwirtschaft). Aktuellstes Jahr provisorisch.","2011-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_588.csv","CSV"
264,"Arbeit, Erwerb","Beschäftigte im Sekundärsektor [Anz.]","Anzahl Beschäftigte des Sekundärsektors (Bergbau, Verarbeitendes Gewerbe/Herstellung von Waren, Energie- und Wasserversorung, Baugewerbe/Bau). Aktuellstes Jahr provisorisch.","2011-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_589.csv","CSV"
265,"Arbeit, Erwerb","Beschäftigte im Tertiärsektor [Anz.]","Anzahl Beschäftigte des Tertiärsektors (Handel, Instandhaltung/Reparatur, Verkehr/Lagerei, Gastgewerbe/Gastronomie, Information/Kommunikation, Finanz-/Versicherungs-DL, Grundstücks-/Wohnungswesen, weitere DL, öffentliche Verwaltung, Erziehung/Unterrricht, Gesundheit, Kunst). Aktuellstes Jahr provisorisch.","2011-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_590.csv","CSV"
267,"Arbeit, Erwerb","VZÄ im Sekundärsektor [Anz.]","Beschäftigung des Sekundärsektors (Bergbau, Verarbeitendes Gewerbe/Herstellung von Waren, Energie- und Wasserversorung, Baugewerbe/Bau) in Vollzeitäquivalenten. Aktuellstes Jahr provisorisch. Ab 2015 Berechnung mit neuem Modell, was in Bezug auf die VZÄ zu einem Bruch in der Zeitreihe zwischen 2014 und 2015 führt. Werte < 4 werden nicht ausgewiesen.","2011-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_592.csv","CSV"
268,"Arbeit, Erwerb","Total Arbeitsstätten [Anz.]","Anzahl Arbeitsstätten des Primär-, des Sekundär- und des Tertiärsektors. Aktuellstes Jahr provisorisch.","2011-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_594.csv","CSV"
269,"Arbeit, Erwerb","Total Beschäftigte [Anz.]","Anzahl Beschäftigte des Primär-, des Sekundär- und des Tertiärsektors. Aktuellstes Jahr provisorisch.","2011-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_595.csv","CSV"
270,"Arbeit, Erwerb","Total VZÄ [Anz.]","Anzahl Beschäftigte des Primär-, des Sekundär- und des Tertiärsektors in Vollzeitäquivalenten. Aktuellstes Jahr provisorisch. Ab 2015 Berechnung mit neuem Modell, was in Bezug auf die VZÄ zu einem Bruch in der Zeitreihe zwischen 2014 und 2015 führt. Werte < 4 werden nicht ausgewiesen.","2011-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_596.csv","CSV"
127,"Öffentliche Verwaltung und Finanzen","Nettoaufwand soziale Sicherheit [Fr./Einw.]","Bruttoaufwand - Bruttoertrag (der Laufenden Rechnung). Aussage: Durch Steuern zu finanzierender Anteil des betreffenden Hauptaufgabenbereichs. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_426.csv","CSV"
128,"Öffentliche Verwaltung und Finanzen","Selbstfinanzierung [Fr./Einw.]","Selbstfinanzierung pro Einwohner. Die Selbstfinanzierung entspricht der Summe der selbst erwirtschafteten Mittel (z.B. Ertragsüberschuss, Aufwandüberschuss, Abschreibungen). Sie zeigt die Finanzierung auf, die die Gemeinde durch ihre betriebliche Tätigkeit erzielt und die sie zur Finanzierung ihrer Investitionen benützen kann. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_432.csv","CSV"
129,"Öffentliche Verwaltung und Finanzen","Nettoaufwand Gesundheit [Fr./Einw.]","Bruttoaufwand - Bruttoertrag (der Laufenden Rechnung). Aussage: Durch Steuern zu finanzierender Anteil des betreffenden Hauptaufgabenbereichs. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_423.csv","CSV"
1,"Öffentliche Verwaltung und Finanzen","Kapitaldienstanteil [%]","Kapitaldienst in Prozent vom laufenden Ertrag. Der Kapitaldienstanteil gibt Auskunft, in welchem Ausmass der laufende Ertrag durch den Zinsendienst und die Abschreibungen belastet ist. Ein hoher Kapitaldienstanteil weist auf einen enger werdenden finanziellen Spielraum hin. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_419.csv","CSV"
2,"Öffentliche Verwaltung und Finanzen","Selbstfinanzierungsanteil [%]","Selbstfinanzierung in Prozent vom laufenden Ertrag. Der Selbstfinanzierungsanteil zeigt den Anteil des laufenden Ertrags, der zur Finanzierung der Investitionen oder zum Abbau von Schulden verwendet werden kann. So lässt sich die Finanzkraft und der finanzielle Spielraum einer Gemeinde beurteilen. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_433.csv","CSV"
297,"Bau- und Wohnungswesen","Bauinv. ÖV, Kommunik. 5 Jahre [Fr./Einw.]","Durchschnittliche Bauinvestitionen der letzten 5 Jahre im Bereich ÖV und Kommunikation (Bauinv. für Bahn, Bus, Tram, Flugverkehr und Schifffahrt sowie für Kommunikation), in Franken pro Einwohner.","1998-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_179.csv","CSV"
138,"Bau- und Wohnungswesen","15-Jahresverbrauch [ha]","Verbrauchte Bauzonenfläche der letzten 15 Jahre","1996-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_45.csv","CSV"
16,"Industrie, Dienstleistungen","Beschäftigte im Gastgewerbe: Anteil [%]","Anteil der im Bereich Beherbergung/Gastgewerbe Beschäftigten (ohne Gastronomie) an den Beschäftigten des 2. und 3. Sektors. Beherbergung/Gastgewerbe: ab 2008: I55 (NOGA2008); bis 2005: HA55 (NOGA2002). Bruch in der Reihe zwischen 2008 und 2011 aufgrund des Übergangs von der alten BZ-Methodik auf STATENT. Daten des aktuellsten Jahres provisorisch.","2011-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_300.csv","CSV"
32,"Bildung, Wissenschaft","Schül. Berufsschule [Anz.]","Anzahl BerufsschülerInnen (nach Wohnort)","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_141.csv","CSV"
33,"Bildung, Wissenschaft","Schül. Kindergarten [Anz.]","Anzahl KindergartenschülerInnen inkl. Grundstufe (nach Wohnort)","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_143.csv","CSV"
34,"Bildung, Wissenschaft","Schül. Mittelschule [Anz.]","Anzahl MittelschülerInnen inkl. LangzeitgymnasiastInnen und SchülerInnen privater Mittelschulen (nach Wohnort).","1992-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_145.csv","CSV"
35,"Bildung, Wissenschaft","Schül. Oberstufe [Anz.]","Anzahl OberstufenschülerInnen (exklusiv LangzeitgymnasiastInnen; nach Wohnort)","2001-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_147.csv","CSV"
60,"Bau- und Wohnungswesen","15-Jahresverbrauch  [%]","Verbrauchte Bauzonenfläche der letzten 15 Jahre gemessen an der gesamten Bauzonenfläche.","1996-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_46.csv","CSV"
61,"Bau- und Wohnungswesen","Bauzonen nicht überbaut  [%]","Anteil nicht überbaute Bauzonen gemessen an der gesamten Bauzonenfläche","1996-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_49.csv","CSV"
62,"Bau- und Wohnungswesen","Bauzonen überbaut  [%]","Anteil überbaute Bauzonenfläche gemessen an der gesamten Bauzonenfläche","1996-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_52.csv","CSV"
109,"Bau- und Wohnungswesen","Bauinv. Dienstl. 5 Jahre [Fr./Einw.]","Durchschnittliche Bauinvestitionen der letzten 5 Jahre im Bereich Dienstleistungen (Bauinv. für Büro, Verkauf und Gastgewerbe), in Franken pro Einwohner.","1998-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_171.csv","CSV"
110,"Bau- und Wohnungswesen","Bauinv. EFH 5 Jahre [Fr./Einw.]","Durchschnittliche Bauinvestitionen der letzten 5 Jahre im Bereich Einfamilienhäuser, in Franken pro Einwohner.","1998-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_172.csv","CSV"
111,"Bau- und Wohnungswesen","Bauinv. Industr./Lager 5 Jahre [Fr./Einw.]","Durchschnittliche Bauinvestitionen der letzten 5 Jahre im Bereich Industrie und Lager (Bauinv. für Industrie- und Lagergebäude), in Franken pro Einwohner.","1998-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_173.csv","CSV"
119,"Bau- und Wohnungswesen","Bauinv. Strassen, PP 5 Jahre [Fr./Einw.]","Durchschnittliche Bauinvestitionen der letzten 5 Jahre im Bereich Strassen (Bauinv. für Strassen inkl. Parkplätze, ohne Nationalstrassenbau und ohne Strassenunterhalt), in Franken pro Einwohner.","1998-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_176.csv","CSV"
120,"Bau- und Wohnungswesen","Bauinv. Ver-/Entsorg. 5 Jahre [Fr./Einw.]","Durchschnittliche Bauinvestitionen der letzten 5 Jahre im Bereich Ver- und Entsorgung (Bauinv. für Ver- und Entsorgung), in Franken pro Einwohner.","1998-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_177.csv","CSV"
121,"Bau- und Wohnungswesen","Bauinv. Wohnen  [Fr./Einw.]","Durchschnittliche Bauinvestitionen im Bereich Wohnen (Bauinv. für EFH, MFH, andere Wohngebäude und übriges Wohnen), in Franken pro Einwohner.","1994-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_178.csv","CSV"
122,"Bau- und Wohnungswesen","Bauinv. Spital, Kultur usw. 5 J. [Fr./Einw.]","Durchschnittliche Bauinvestitionen der letzten 5 Jahre im Bereich Spital und Kultur (Bauinv. im Bereich Gesundheit, Unterricht, Kultur und Sport), in Franken pro Einwohner.","1998-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_180.csv","CSV"
123,"Bau- und Wohnungswesen","Bauinvestitionen  [Fr./Einw.]","Bauinvestitionen von Bautätigkeiten mit Investitionscharakter, die einer behördlichen Bewilligung bedürfen, in Franken pro Einwohner","1994-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_181.csv","CSV"
140,"Bau- und Wohnungswesen","Bauzonen nicht überbaut [ha]","Total nicht überbaute Bauzonenfläche","1996-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_48.csv","CSV"
148,"Bau- und Wohnungswesen","Bauzonen überbaut pro Kopf [m2/Einw.]","Überbaute Bauzonenfläche gemessen an der zivilrechtlichen Wohnbevölkerung Ende Vorjahr","1996-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_50.csv","CSV"
173,"Bildung, Wissenschaft","Schül. Sekundarstufe I [Pers. pro 1000 Einw.]","Die Sekundarstufe I umfasst das 7., 8. und 9. Normschuljahr. Gemessen an der zivilrechtlichen Bevölkerung Ende Vorjahr","1999-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_464.csv","CSV"
174,"Bildung, Wissenschaft","Schül. Sekundarstufe II [Pers. pro 1000 Einw.]","Die Sekundarstufe II umfasst die Berufsbildung und bei Mittelschulen die Normschuljahre > 9. Gemessen an der zivilrechtlichen Bevölkerung Ende Vorjahr","1999-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_465.csv","CSV"
125,"Öffentliche Verwaltung und Finanzen","Eigenkapital [Fr./Einw.]","Zweckfreies Eigenkapital pro Einwohner. Das zweckfreie Eigenkapital umfasst die finanzpolitische Reserve und den Bilanzüberschuss/-fehlbetrag. Es dient der Deckung von zukünftigen Aufwandüberschüssen. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_414.csv","CSV"
92,"Öffentliche Verwaltung und Finanzen","Bruttoverschuldungsanteil [%]","Bruttoschulden in Prozent vom laufenden Ertrag. Der Bruttoverschuldungsanteil ist eine Grösse zur Beurteilung der Verschuldungssituation der Gemeinde. Er zeigt den Anteil des laufenden Ertrags, der zum Abtragen der Bruttoschulden notwendig ist. So lässt sich beurteilen, ob die Verschuldung in einem angemessenen Verhältnis zu den erwirtschafteten Erträgen steht. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019.","1990-12-31","2021-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_413.csv","CSV"
94,"Bevölkerung","Bevölkerung: reformiert [Pers.]","Reformierte Wohnbevölkerung (zivilrechtlicher Wohnsitz; ab 2010 inkl. vorläufig Aufgenommene,die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber). ","1990-12-31","2022-12-31","https://www.web.statistik.zh.ch/ogd/data/KANTON_ZUERICH_405.csv","CSV"
